id,orig,trans
0201Adv04_Hiro013,君に興味がない。<br>で、他に紹介していない子は誰だ？,"对你没兴趣。<br>
还有谁没自我介绍？"
0201Adv04_Hiro014,黙ってくれないか。<br>ああでも、自己紹介はしてもらわないと困る。,"能不能闭嘴。<br>
啊，不过自我介绍还是要的。"
0201Adv04_Hiro015,名前を教え合う流れは押さえておかないと、<br>私と君たちで認識の齟齬が生まれてしまう。,"如果不继续维持互相介绍名字的流程，<br>
我和你们之间可能会产生认知偏差。"
0201Adv04_Hiro016,正しくない歪みが生まれるのはよくない。,产生不正确的扭曲是不好的。
0201Adv04_Hiro017,次！,下一个！
0201Adv04_Hiro018,名前だけ教え合えたらいい。,互相知道名字就行了。
0201Adv04_Hiro019,もうすぐこの監獄について説明がなされるし、<br>時間をあまり無駄にしたくない。,"马上就会有人来对这个监牢的事作说明，<br>
我不想浪费时间。"
0201Adv04_Hiro020,先ほど名乗ったとおりだ。別に何者でもない。<br>はい、次、そこの！,"刚才已经报过名字了。我什么人也不是。<br>
好了，下一个，那边那个你！"
0201Adv04_Hiro021,次ぃ！,下一个！
0201Adv04_Hiro022,おじさん？ いいから君の名前を名乗ってくれないか。,大叔？算了，可以报上名来吗。
0201Adv04_Hiro023,（いちいち面倒くさいことしているな……。<br>　のろのろと……）,"（搞这么麻烦……<br>
　磨磨蹭蹭的……）"
0201Adv04_Hiro024,彼女の名前は夏目アンアンだ。,她是夏目安安。
0201Adv04_Hiro025,そこの君、紹介がまだのようだが？,那边那个，你还没自我介绍吧？
0201Adv04_Hiro026,紫藤アリサ。<br>君は私が委員長だったことを聞いていたようだ。<br>私に興味津々なのかな。,"紫藤亚里沙。<br>
看来你听说过我曾经当过班长的事。<br>
对我很感兴趣？"
0201Adv04_Hiro027,それで、あっちで勝手な行動をしている子が、<br>城ケ崎ノアだ。,"那边那个随心所欲的，<br>
是城崎诺亚。"
0201Adv04_Hiro028,以上！,介绍完毕！
0201Adv04_Hiro029,（少し、ことを焦りすぎたか）,（也许，我有点操之过急了）
0201Adv04_Hiro030,（……あるいは情が移るのを、<br>　避けたかったのかもしれない）,"（……或许是想避免<br>
　对她们产生感情）"
0201Adv04_Hiro031,（これは……！）,（这是……！）
0201Adv04_Hiro032,（私は早々にこの監獄の日々を終えたから、<br>　知らないことがあまりに多い）,"（上一次我太早就结束了监牢生活，<br>
　所以不知道的事还是太多了）"
0201Adv04_Hiro033,（情報は多ければ多いほどいい。<br>　しばらくは情報を得た方が賢明だ）,"（信息越多越好。<br>
　目前尽量获取更多信息才是明智之举）"
0201Adv04_Hiro034,（……そろそろ時間だな）,（……时间差不多了）
0201Adv04_Hiro035,（私は悪者じゃない！）,（我才不是坏人！）
0201Adv04_Hiro036,（なんだこの気持ちは……何故……）,（这种情绪到底是什么……为什么……）
0201Adv04_Hiro037,（耐えるんだ……！）,（要忍耐……！）
0201Adv04_Hiro038,（大魔女……？）,（大魔女……？）
0201Adv04_Hiro039,…………。,…………
0201Adv04_Hiro040,（……っ、忘れるんだ。私は死を回避した）,（……不，我要忘记。我已经成功避免了死亡）
0201Adv04_Hiro041,（もう二度と暴走なんてしない）,（我再也不能失控了）
0201Adv04_Hiro042,放っておいてほしい。,别管我。
0201Adv04_Hiro043,（やはりエマの存在を認知すると、<br>　感情の抑制がきかなくなる）,"（果然，我只要感知到艾玛的存在，<br>
　就会变得无法抑制感情）"
0201Adv04_Hiro044,（しかし私はそこまで感情的な性格ではないはず）,（但我应该不是这么冲动的性格才对）
0201Adv04_Hiro045,（一体私に何が起こっている……？）,（我身上到底发生了什么……？）
0201Adv04_Hiro046,（魔女化による殺人衝動……）,（魔女化导致的杀人冲动……）
0201Adv04_Hiro047,（あれが【魔女化】によるものだとしたら――）,（如果那就是【魔女化】造成的影响——）
0201Adv04_Hiro048,（つまり私は……すでに【魔女化】がはじまっている……？）,（也就意味着……我已经开始【魔女化】了……？）
0201Adv04_Hiro049,（心当たりは【エマとの再会】……。<br>　私にとって彼女との再会は<br>　それほど大きなストレスだったのか）,"（我能想到的导火索是【与艾玛的再会】……<br>
　对我来说，这件事<br>
　竟然带来了如此巨大的精神创伤吗）"
0201Adv04_Hiro050,（落ち着け……気を確かに持て……！）,（冷静点……保持清醒……！）
0201Adv04_Hiro051,（もう大丈夫だ。私は私のままでいられる）,（已经没事了。我能保持自我）
0201Adv04_Hiro052,（私は魔女になど決してならない）,（我绝不会堕为魔女）
0201Adv04_Hiro053,（この世界に秩序をもたらす正しき者として、<br>　魔女を裁く存在となってみせる――！）,"（我要作为给世界带来秩序的正确之人，<br>
　制裁魔女——！）"
0201Adv06_Hiro001,（私たちはストレスによって魔女化が進む……<br>　それ以上の詳細な情報はなし、か）,"（我们会因为受到精神压力而加深魔女化程度……<br>
　仅此而已，没有更多详情了）"
0201Adv06_Hiro002,（ともかく衝動を抑え込むことはできているし、<br>　ストレスを避けて生活するしかないな）,"（不管怎么样，我已经成功压抑住了冲动，<br>
　接下来只能避免在生活中积攒压力了）"
0201Adv06_Hiro003,――そんなことはない。<br>あと話しかけないでほしい。,"——没什么厉害的。<br>
还有，别跟我说话。"
0201Adv06_Hiro004,（さらに私にとって逆境なのは、<br>　エマと同室で長い時間を過ごす、この環境だ）,"（在此之外，对我更不利的是<br>
　和艾玛长期同处一室的这种环境）"
0201Adv06_Hiro005,（そんなものストレスを受けるに決まっている。<br>　何か対策が必要かもしれない）,"（这必定会给我带来压力。<br>
　也许需要想些办法）"
0201Adv06_Hiro006,（とりあえず自由時間は<br>　なるべく外に出たほうがいいな）,"（总之，到了放风时间<br>
　尽量出去走走会比较好）"
0201Adv06_Hiro007,（何故これがここに……？）,（为什么它会出现在这里……？）
0201Adv06_Hiro008,勝手にポケットに入っていたんだ。<br>君も何か入っていなかったのか？,"不知怎么就在口袋里了。<br>
你那边没有什么东西吗？"
0201Adv06_Hiro009,（なんでよりにもよって、この万年筆を……）,（为什么偏偏是这支钢笔……）
0201Adv06_Hiro010,…………。,…………
0201Adv07_Hiro001,――ッ。,——
0201Adv07_Hiro002,…………。,…………
0201Adv07_Hiro003,（わかりやすい不良、更生の余地あり、と）,（典型的不良少女，还有改造的余地）
0201Adv07_Hiro004,（逃亡なんて、バカなことを）,（她还想做逃跑这种愚蠢的事）
0201Adv07_Hiro005,（これだからルールを守らない人間は困る）,（这就是为什么不遵守规则的人令人厌烦）
0201Adv07_Hiro006,……橘シェリー、遠野ハンナ、ＯＫ。,……橘雪莉、远野汉娜，OK。
0201Adv07_Hiro007,蓮見レイア、佐伯ミリア、宝生マーゴ、ＯＫだ。,莲见蕾雅、佐伯米莉亚、宝生玛格，OK。
0201Adv07_Hiro008,氷上メルル、桜羽エマ、沢渡ココ、入っていい。,冰上梅露露、樱羽艾玛、泽渡可可，可以进去了。
0201Adv07_Hiro009,黒部ナノカ、夏目アンアン……これで最後か？,黑部奈叶香、夏目安安……就没人了吗？
0201Adv07_Hiro010,城ケ崎ノアはどうした？,城崎诺亚去哪了？
0201Adv07_Hiro011,……そうか。,……是吗。
0201Adv07_Hiro012,このビュッフェカウンターに置いてある食事を、<br>各自取り分けてもらう。,"这边的取餐处上摆放着食物，<br>
大家自行取餐就好。。"
0201Adv07_Hiro013,見た目は良くないが、毒見もしておいた。<br>変なものは混じっていない。安心して食べるがいい。,"虽然卖相不佳，但我已经提前试毒了。<br>
没有混入奇怪的东西。可以放心食用。"
0201Adv07_Hiro014,あ、あと席は決められていないようだから、<br>好きに座っていい。,"啊，还有座位似乎没有特别规定，<br>
可以随意就座。"
0201Adv07_Hiro015,別に構わない。君は話が通じそうだ。,无所谓。你看起来还算个能沟通的人。
0201Adv07_Hiro016,ああ、どうぞ。,行，请便。
0201Adv07_Hiro017,（私を怪しんでいるのか……ふうん）,（是在怀疑我吗……有意思）
0201Adv07_Hiro018,どんなに酷い味でも顔に出すのは失礼だ。,无论味道多么糟糕，都不应该表现在脸上，这样有失礼节。
0201Adv07_Hiro019,看守は君が思っているよりずっと危険だ。<br>逆らうべきではない。,"看守比你想像的要危险得多。<br>
不应该违抗它们。"
0201Adv07_Hiro020,もっとこの牢屋敷や魔女のことを、<br>知っていくことを優先したほうがいい。<br>あ、あと。,"应该优先掌握<br>
关于这座监牢和魔女的知识。<br>
啊，还有一点。"
0201Adv07_Hiro021,私は食事中の私語を慎むようにしている。<br>話しかけないでほしい。,"我习惯在用餐时保持安静。<br>
请不要向我搭话。"
0201Adv07_Hiro022,（なるほど。<br>　遠野ハンナは【浮遊】の魔法を持っている、と）,"（原来如此。<br>
　远野汉娜拥有【飘浮】魔法）"
0201Adv07_Hiro023,私は魔法を使えない。魔女ではないから。,我不能使用魔法。因为我不是魔女。
0201Adv07_Hiro024,ごちそうさま。,我吃好了。
0201Adv07_Hiro025,ああこれは私のじゃない。<br>城ケ崎ノアの分だ。,"啊，这不是我的。<br>
是给城崎诺亚的。"
0201Adv07_Hiro026,（……優しい？ 私が？）,（……体贴？我吗？）
0201Adv07_Hiro027,（城ケ崎ノアは食事を取りに来ていない。<br>　食事は取るべき。それだけだ）,"（城崎诺亚没有来吃饭。<br>
　人应该要吃饭。仅此而已）"
0201Adv08_Hiro001,一体なんだ、これは……。,这到底是怎么回事……
0201Adv08_Hiro002,君、これはなんのつもりだ！？,你这是要干什么！？
0201Adv08_Hiro003,何故部屋を赤く染めた！,为什么把房间涂成红色！
0201Adv08_Hiro004,（正しくない、正しくない、正しくない！）,（这是错误的，这是错误的，这是错误的！）
0201Adv08_Hiro005,消すんだ！ 今すぐ！,把它清理掉！立刻！
0201Adv08_Hiro006,君にとっては趣味だろうと芸術だろうと、<br>通路までにおいが漏れているのは、<br>みんなにとって迷惑行為でしかない。,"不论这对你来说是爱好还是艺术，<br>
熏人的气味已经飘到过道里了，<br>
这对其他人来说就是一种骚扰行为。"
0201Adv08_Hiro007,好きなことをさせてあげたくはあるが、<br>さすがに看過できない。<br>ただ、大変だろうから、消すのは手伝う。,"虽然我很想让你想做什么就做什么，<br>
但是，到这种程度，已经不能坐视不理了。<br>
不过，清理起来应该会很麻烦，所以我也会帮忙。"
0201Adv08_Hiro008,たぶんシャワールームに石鹸があるだろうから、<br>それでこすれば……。,"淋浴房里应该有肥皂，<br>
用肥皂来擦的话……"
0201Adv08_Hiro009,（魔法……この子の魔法は、絵を動かす……<br>　いや、液体を操作できるもの……？）,"（魔法……她的魔法是让画动起来……<br>
　不，是能操控液体……？）"
0201Adv08_Hiro010,まあ……そうだね。良しとしよう。,嗯……是啊。那就这样吧。
0201Adv08_Hiro011,いや待て待て、私の話を聞いていたか？<br>ここでお絵描きは禁止だ。,"不行不行，你有没有听我说话？<br>
这里禁止画画。"
0201Adv08_Hiro012,少しくらい我慢するんだ。<br>ここは共同生活を送る場所だ。,"忍耐一下吧。<br>
这里是大家一起生活的地方。"
0201Adv08_Hiro013,（まったく……他人に合わせる気がないところ、<br>【ユキ】に似てるな）,"（真是的……这种不愿意顾及他人的态度，<br>
真的很像【小雪】）"
0201Adv08_Hiro014,……わかった。<br>私が君の芸術活動をする場を探す。<br>それでいいか？,"……好吧。<br>
我来帮你另找一个能进行艺术创作的地方。<br>
这样可以吗？"
0201Adv08_Hiro015,ダメだ。,不行。
0201Adv08_Hiro016,けちで結構。私の目がある限り、<br>勝手な行動は謹んでもらう。,"随你怎么说。只要我在，<br>
就不许你擅自行动。"
0201Adv08_Hiro017,あ、あと、これを持ってきた。,啊，对了，我给你带来了这个。
0201Adv08_Hiro018,ヒロ。私の名前は二階堂ヒロ。,希罗。我叫二阶堂希罗。
0201Adv08_Hiro019,知っている。君の名前は、城ケ崎ノア。,我知道。你的名字是城崎诺亚。
0201Adv08_Hiro020,……次はちゃんと食事の時間に来ること。<br>嫌がっても無理に連れ出す。,"……下次要准时去吃饭。<br>
就算你不愿意，我也会强行把你带去的。"
0201Adv09_Hiro001,自由な子こそ、ルールを教え込まないといけない。,越是自由的人，越需要让她学会规矩。
0201Adv09_Hiro002,今朝も早速落書きしようとしていた。<br>徹底的なしつけ――いや、教育が必要だ。,"今早她又想乱涂乱画了。<br>
需要对她彻底管教——不，是需要教育。"
0201Adv09_Hiro003,…………。,…………
0201Adv09_Hiro004,約束しただろう。<br>今日は君のための場所を探す。,"我不是答应过你吗。<br>
今天要为你找个画画的地方。"
0201Adv09_Hiro005,いいからほら、さっさと食べるんだ。<br>君が食べ終わるのを待ってあげている。,"好了，快点吃吧。<br>
我在等你吃完呢。"
0201Adv09_Hiro006,（いちいちうさんくさいな。まあいい）,（这人说话怎么这么浮夸。算了）
0201Adv09_Hiro007,――皆、注目！！,——大家请注意！！
0201Adv09_Hiro008,皆、スマホは持ってきているか？<br>私も昨夜色々いじってみていたのだが。,"大家都带手机来了吗？<br>
我昨晚也研究了一下。"
0201Adv09_Hiro009,どうやらチャット機能があるアプリが入っている。<br>ＩＤを交換さえすれば、今後自由に連絡がし合える。<br>おそらく通話も可能だ。,"看来手机里装有可以聊天的APP。<br>
只要交换ID，以后就可以随时传信息了。<br>
应该还能语音通话。"
0201Adv09_Hiro010,もちろん、あのフクロウに内容が傍受されている<br>可能性はきわめて高いが……。<br>そもそも軟禁されていることを思えば気にしても仕方ない。,"虽然，聊天内容被那只猫头鹰监听的可能性极高……<br>
不过考虑到我们本就是被软禁在此，<br>
也没必要想太多。"
0201Adv09_Hiro011,拘束時間もあるのだし、<br>この連絡機能は有効活用すべきだ。<br>この場で、全員繋がろう。,"毕竟还有限制活动的时间，<br>
我们应该好好利用这个聊天功能。<br>
现在，我们所有人互换联系方式吧。"
0201Adv09_Hiro012,（いちいちなんだこの芝居めいた振る舞い……<br>　もう何も言うまい）,"（她怎么回事，一举一动都跟演戏似的……<br>
　算了，不说什么了）"
0201Adv09_Hiro013,（アリサとはまた明日交換すれば良いだろう）,（明天再问亚里沙要联系方式就行了）
0201Adv09_Hiro014,ミリア。連絡先を交換したいんだが。,米莉亚。我想和你交换联系方式。
0201Adv09_Hiro015,必要だ。別に仲良くしようというわけではない。<br>ただ、この先何があるかわからない。<br>常に全員と連絡は取り合えた方がいいだろう。,"一定要的。我并不打算和你搞好关系。<br>
只是，接下来会发生什么事，谁也说不准。<br>
每个人都互相保持联系会比较好。"
0201Adv09_Hiro016,何だ？,什么事？
0201Adv09_Hiro017,……起こりうる可能性も視野には入れておくべきだろう。,……应该要考虑到这种可能性吧。
0201Adv09_Hiro018,……決めておく、というと？,……定下规矩，是指？
0201Adv09_Hiro019,（保身なのか、無邪気なのか、はかりかねるな……）,（这是为了自保，还是出于天真？很难判断……）
0201Adv09_Hiro020,……良い考えだが、私は賛成できない。,……虽然是个不错的想法，但我不能赞同。
0201Adv09_Hiro021,仲間内であろうと、もし殺人犯であるのなら、<br>その者は断罪されるべきだ。,"即使是同伴，如果真的犯下了杀人罪行，<br>
那么，那个人就应该受到惩罚。"
0201Adv09_Hiro022,仲間と感じているのなら、尚更。<br>私なら、その者のためにも更生させる。,"如果真的认为对方是同伴，就更应该这么做。<br>
如果是我的话，为了让那个人改过自新，我会这么做的。"
0201Adv09_Hiro023,（彼女の魔法か……！）,（是她的魔法吗……！）
0201Adv09_Hiro024,マーゴ！！,玛格！！
0201Adv09_Hiro025,一体何があったんだ！？,到底发生了什么事！？
0201Adv09_Hiro026,バカなことを！,愚蠢至极！
0201Adv09_Hiro027,（まさか――）,（难道——）
0201Adv09_Hiro028,……なんでも怒るわけじゃない。<br>ただ問題は解決していない。,"……并不是在生你的气。<br>
只是因为问题还没解决而已。"
0201Adv09_Hiro029,看護が必要だ。私も手伝う。<br>あと、そこの、メルル。,"需要有人护理。我也来帮忙。<br>
还有，那边的梅露露。"
0201Adv09_Hiro030,君は治癒の魔法を持っているようだから、<br>一緒に来て、彼女を看護してほしい。,"你似乎有治愈魔法，<br>
希望你和我们一起照料她。"
0201Adv09_Hiro031,…………。,…………
0201Adv09_Hiro032,二度と脱獄なんてバカな真似を考えないことだ。,不要再想越狱这种愚蠢的事了。
0201Adv09_Hiro033,（看守の危険性をもっと訴えておけば、<br>　未然に防げたはずの事故だった）,"（如果我能更强烈警告大家看守的危险程度，<br>
　这场事故本来是可以避免的）"
0201Adv09_Hiro034,（そして看守が危険であることを知っていたのは、<br>　私だけだ）,"（而且，<br>
　知道看守到底有多危险的，只有我）"
0201Adv09_Hiro035,（二度とこのようなことは起こさせない――！）,（绝不能再让这样的事情发生——！）
0201Adv11_Hiro001,もしかして……寝てないのか？,你该不会……一夜没睡吧？
0201Adv11_Hiro002,マーゴはもう心配ない。<br>昨日も何度か医務室へ様子を見に行ったが、<br>すっかり元気だった。,"不用担心玛格。<br>
昨天我也去医务室探望了几次，<br>
她已经完全恢复精神了。"
0201Adv11_Hiro003,……君たちに責任の一端はあるけれど、<br>看守がやったことだ。,"……虽然你们也有部分责任，<br>
但这是看守干的。"
0201Adv11_Hiro004,――ッ。,——
0201Adv11_Hiro005,私らしい？<br>君が私の何を知っている。,"和平常不一样？<br>
你对我了解多少？"
0201Adv11_Hiro006,（いちいち謝るのも腹が立つ。<br>　私に謝ったところで、<br>　【彼女】にしたことは取り返しがつかないのに――）,"（只会道歉也让人火大。<br>
　向我道歉有什么用？<br>
　艾玛对【她】做过的事已经无法挽回了——）"
0201Adv11_Hiro007,何だ？ これ以上君と話すことなど……。,什么事？我已经没有什么要和你说……
0201Adv11_Hiro008,……ッ。,……
0201Adv11_Hiro009,（やはりこの環境はストレスが溜まる）,（这个环境果然让人压力很大）
0201Adv11_Hiro010,（またいつ、あの時のように暴走してしまうかわからない。<br>　ストレスを感じてはいけないのに）,"（不知道自己什么时候又会像之前一样失控。<br>
　明明我不应该再积攒压力）"
0201Adv11_Hiro011,（エマがいるせいだ……！）,（都是艾玛在这里害的……！）
0201Adv11_Hiro012,……そういえば、君の魔法は何だ？,……说起来，你的魔法是什么？
0201Adv11_Hiro013,（……間違いなわけがない。<br>　自分で気付いていないのか、隠しているのか）,"（……不可能搞错。<br>
　是她自己都没有察觉，还是在隐瞒？）"
0201Adv11_Hiro014,（エマは危険な存在だ）,（艾玛是危险的）
0201Adv11_Hiro015,（そういえば、ノアのお絵描きの場所を<br>　探す約束をしてたな）,"（说起来，我确实答应过<br>
　要帮诺亚找画画的地方）"
0201Adv11_Hiro016,……忘れていない。少しマーゴのことで忙しかったんだ。<br>ほら、まずは朝食に行こう。約束はそれからだ。,"……我没忘。只是因为玛格的事有点忙。<br>
来，我们先去吃早餐吧。约定的事之后再说。"
0201Adv11_Hiro017,（色々動きづらそうだが、仕方ないか……）,（虽然感觉行动会受到很多限制，但也没办法……）
0201Adv13_Hiro001,何をしている。,你们在做什么？
0201Adv13_Hiro002,風紀委員ではないが？,我可不是什么纪律委员。
0201Adv13_Hiro003,（私も図書室の本はざっと目を通したが、<br>　たしかに読めない本ばかりだったな……）,"（我也大致浏览了一下图书室的书，<br>
　确实都是些看不懂的东西……）"
0201Adv13_Hiro004,独自の文字で書かれたこれだけの書物……<br>見せかけの飾りというわけではなさそうだ。,"用独特文字写就的如此厚重的书籍……<br>
看来并不只是装饰品那么简单。"
0201Adv13_Hiro005,どうやら運営側は私たちと異なる<br>文化や歴史をもっているらしい。,"看来监牢的运营方似乎拥有与我们不同的<br>
文化和历史。"
0201Adv13_Hiro006,（恐らく、魔女……に関係するものなのだろう）,（恐怕是魔女……相关的东西吧）
0201Adv13_Hiro007,……特にこの絵が気になるな。,……我很在意这幅画。
0201Adv13_Hiro008,……なるほど？<br>詳しくはないが、たしかに一般的な伝承でも、<br>魔女にはリーダーがいるらしい。,"……原来如此？<br>
虽然不太了解，但确实在一般的传说中，<br>
魔女似乎也有首领。"
0201Adv13_Hiro009,安易な推理は危険だが……<br>この本に沿って考えるなら<br>運営もまた、魔女側ということかもしれないな。,"虽然轻率推理很危险……<br>
但如果按照这本书来考虑的话<br>
运营方可能也是魔女一方。"
0201Adv13_Hiro010,ゴクチョーは、大魔女さえ見つかったら呪いが……<br>と言いかけていた。,"典狱长之前说到一半停下了：<br>
“只要找到大魔女，诅咒就能……”什么的。"
0201Adv13_Hiro011,なら、このバカげたゲームは<br>大魔女を召喚するために行われている<br>魔女側の儀式、と考えられる。,"那么，这个荒唐的游戏<br>
很可能是魔女一方为了召唤大魔女而举行的仪式。<br>"
0201Adv13_Hiro012,遠慮しておく。,我还是免了。
0201Adv13_Hiro013,それについても仮説は立てられる。,关于这点我也有几个假设。
0201Adv13_Hiro014,大魔女を召喚したい運営が<br>わざわざ多くの魔女候補を集める理由……。,"想要召唤大魔女的运营方，<br>
特意聚集了这么多预备魔女的理由……"
0201Adv13_Hiro015,ひとつめは、大魔女の召喚に少女の死が必要。<br>単純だが――生け贄というやつだな。,"第一种假设，召唤大魔女需要少女死亡。<br>
很简单——就是所谓的祭品。"
0201Adv13_Hiro016,ふたつめは……少し飛躍するが。<br>殺すことが目的ではなく<br>少女を集めることが目的、という線だ。,"第二种……这可能有点跳跃。<br>
目的并不是杀害少女。<br>
而是让少女们聚在一起。"
0201Adv13_Hiro017,例えば、奴らが大魔女を呼ぶために必要な<br>【魔法を探している】としたらどうだ？,"比如说，如果她们是为了召唤大魔女<br>
而【正在寻找某种魔法】呢？"
0201Adv13_Hiro018,ルールブックにあっただろう。<br>魔女化が進むことで、魔法は進化する。,"规则手册不是写着吗。<br>
随着魔女化程度加深，魔法会进化。"
0201Adv13_Hiro019,見たところ魔法はひとりひとり違う。<br>どんな魔法に進化するかは、きっと運営も知らない。,"就目前看来，每个人的魔法都不一样。<br>
魔法会进化成什么样，运营方肯定也不知道。"
0201Adv13_Hiro020,もし私たちの魔法が進化した先に<br>運営が期待する魔法があるとしたら？,"如果我们的魔法进化后<br>
出现了运营方想要的魔法呢？"
0201Adv13_Hiro021,この屋敷は、<br>私たちの魔女化を進めるための家畜小屋……。<br>そう考えれば辻褄が合う部分もある。,"这座监牢就是<br>
促进我们尽快魔女化的养殖场……<br>
这样考虑的话，有些地方就说得通了。"
0201Adv13_Hiro022,大魔女を呼ぶ儀式については今知ったんだ。<br>今考えたに決まっている。,"关于召唤大魔女的仪式我刚刚才知道。<br>
当然是刚刚才想到的。"
