id,orig,trans
0101Adv08_Sherry010,ちょっと力が強いかなってくらいで。,也就是力气稍微有点大而已啦。
0101Adv08_Sherry011,ひどいです～。リンゴくらい誰でも潰せますよね？,好过分哦～小小一颗苹果，人人都能捏碎的对吧？
0101Adv08_Sherry012,そっかあ……私って魔法が使えたんですね。<br>いやぁ、照れますね～。,"是吗……原来我会用魔法啊。<br>
哎呀，好羞人耶～"
0101Adv08_Sherry013,で、ハンナさんはどんな魔法をお持ちで？,那，汉娜你会什么魔法呢？
0101Adv08_Sherry014,すごいすごいすご～い！,好厉害好厉害好厉害～！
0101Adv08_Sherry015,そういえば、私も友だちから<br>そんなような噂聞いたことあったかも？,"听你这么一讲，我好像也听<br>
我的朋友讲过类似的传闻耶？"
0101Adv10_Sherry001,エマさん、エマさーん、<br>朝ですよ～？ 起きてくださーい。,"艾玛，艾玛～<br>
天亮了哦～？快起床啦。"
0101Adv10_Sherry002,朝食の後の自由時間が長いので、<br>牢屋敷を探索しようと思ってるんです。一緒に行きません？,"早餐后的放风时间有点长，<br>
所以我想去探索一下监牢。你要一起来吗？"
0101Adv10_Sherry003,バルーン……。,是气球……
0101Adv10_Sherry004,エマさん、知りませんか？<br>世界的に有名なストリートアーティストですよ！,"艾玛你不知道吗？<br>
“<ruby=""Balloon"">气球</ruby>”可是世界有名的街头艺术家哦！"
0101Adv10_Sherry005,正体不明でその姿を見た人もいないって<br>噂だったんですけど……まさかのノアさんだったんですね！,"据说他的真实身份是个谜，<br>
从未有人见过他的真面目……没想到他就是诺亚耶！"
0101Adv10_Sherry006,すごいすごいすご～い！<br>ノアさん、サインください！！,"好厉害好厉害好厉害～！<br>
诺亚，请你给我签个名！！"
0101Adv10_Sherry007,ノアさん、【バルーン】なんですよね！？,诺亚，你就是【气球】，对吗！？
0101Adv10_Sherry008,どうでしょう？<br>この牢屋敷は国家ぐるみな気がします。,"究竟会怎样呢？<br>
我感觉国家有在背后插手这个监牢的事哦。"
0101Adv10_Sherry009,ゴクチョーさんが言ってましたよね。<br>全国で行われた検査に引っかかったって。,"典狱长也说过了，<br>
我们是在全国范围的检查被查验到的。"
0101Adv10_Sherry010,そうなると、警察が動くような事態には<br>なっていないのでは。むしろ協力した側かも。,"如果是真的话，那警察应该<br>
不会出手才对。不如说他们才是帮忙抓人的那一边。"
0101Adv10_Sherry011,もしかしたら私たち、<br>死亡扱いになってるかもしれませんね。,"说不定，<br>
我们在外面已经被宣布死亡了哦。"
0101Adv10_Sherry012,ふむ。それもまたありな展開ですか。<br>脱獄するってことですね？,"嗯。这个方向也算合理。<br>
那你就是想准备越狱，对吗？"
0101Adv10_Sherry013,今のところ確認できたのはひとりですね。<br>看守の目を盗めば、<br>なんとかなりそうな気もします。,"目前确认到的只有一个吧。<br>
只要瞒得过看守的眼睛，<br>
我感觉应该有戏。"
0101Adv10_Sherry014,承知しました！,收到！
0101Adv12_Sherry001,おお、ここは正に憩いの場ですね！,呀，这里正是适合休息的地方耶！
0101Adv12_Sherry002,なんだか安心しません？,你不觉得有点安心吗？
0101Adv12_Sherry003,いやぁ、学校によくいる女子の光景だなぁって。,哎呀，就是感觉，学校里面常见的女孩子就是这个样子的啦。
0101Adv12_Sherry004,どうしましたミリアさん！？,你怎么啦米莉亚！？
0101Adv12_Sherry005,橘シェリーです。この子は、桜羽エマさん。<br>で、何に驚いてたんですか？,"我叫橘雪莉，她是樱羽艾玛。<br>
我说，你刚才是被什么吓到了？"
0101Adv12_Sherry006,へえ～このアプリ、配信もできるんですね！,欸～这个APP居然还可以直播耶！
0101Adv12_Sherry007,最高同接でも、１１しかいないですよね。,可最多也只能同时在线11个人耶。
0101Adv12_Sherry008,時間の無駄でしたね。,根本浪费时间呢。
0101Adv12_Sherry009,せめてもの慰みじゃないですか？<br>私たちにとって身近なものですし。,"算是某种程度的安慰剂吧？<br>
毕竟是我们日常生活会见到的东西。"
0101Adv12_Sherry010,ないでしょうね。<br>そんなザルだとは思えません。,"不行吧，<br>
幕后黑手不至于这么笨。"
0101Adv13_Sherry001,私たちの国の文字じゃありませんね。<br>この牢屋敷って、どこの国にあるんでしょうね？<br>というか……まさか異世界！？,"这不是我们国家的文字呢。<br>
这座监牢究竟在哪个国家？<br>
难不成……是异世界！？"
0101Adv13_Sherry002,エマさん、エマさん！<br>これ、これ見てください！,"艾玛，艾玛！<br>
快，快来看这个！"
0101Adv13_Sherry003,これって、前捕まってた魔女候補の子たちの<br>誰かが書いたんですかね！？,"这个难道是之前被抓的预备魔女<br>
在上面写的！？"
0101Adv13_Sherry004,高まりますね～！,令人兴奋耶～！
0101Adv13_Sherry005,他の本にも、こういうメッセージが<br>残されていたりするんですかね。<br>ちょっと調べてみませんか？,"其他书上会不会<br>
也留下了这类信息呢。<br>
你要不要再调查一下？"
0101Adv13_Sherry006,これってタロットカードですよね？,这是塔罗牌，对吗？
0101Adv13_Sherry007,マーゴさんはもしかして、<br>タロットカードで魔法を使うんですか？,"难道玛格你是通过<br>
塔罗牌使用魔法的吗？"
0101Adv13_Sherry008,私、みんながどんな魔法を使うのか<br>気になっちゃって、気になっちゃって！,"我很好奇，大家都会用一些<br>
怎样的魔法，好奇得不得了！"
0101Adv13_Sherry009,あーっと、そろそろ行きましょうか、<br>エマさん！,"那个，我们该走啦，<br>
艾玛！"
0101Adv13_Sherry010,お邪魔しましたっ！<br>またマーゴさんのこと詳しく聞かせてくださいねっ,"打搅了！<br>
我们下次再来跟你讨教你的事哦。"
0101Adv14_Sherry001,メルルさん、見かけないと思ったら<br>こんなところにいたんですね。,"还想着怎么不见梅露露你，<br>
原来你在这里啊。"
0101Adv14_Sherry002,謝らなくてもいいですよぉ！<br>えらいです、メルルさん！,"你不用道歉啦！<br>
梅露露你很棒哦！"
0101Adv14_Sherry003,へええ、メルルさんすごいですね！,欸，梅露露好厉害耶！
0101Adv14_Sherry004,中庭……そういえば通路の途中に<br>出られるところありましたね。,"中庭……说来，我记得过道中间<br>
有一个地方是可以走出去的。"
0101Adv14_Sherry005,遭遇できるなんてラッキーです！<br>ちょーっといいですか、ゴクチョーさん！,"遇到你真的好幸运耶！<br>
典狱长，我可以问你几个问题吗！"
0101Adv14_Sherry006,ここ、ずいぶん古い建物ですよね。<br>ゴクチョーさんは長い間、<br>何度も囚人を迎え入れているんでしょうか？,"这座建筑物相当古老呢。<br>
典狱长，时间这么久了，<br>
你应该见过好几批关进这里的囚犯吧？"
0101Adv14_Sherry007,過去に捕まった囚人はどうなったんでしょう！？,曾经被关在这里的囚犯，最后都变成怎样了！？
0101Adv14_Sherry008,この牢屋敷ってなんなんですか！？<br>ぜひ教えてください～！,"这座监牢又是为了什么目的建成的！？<br>
请你告诉我～！"
0101Adv14_Sherry009,５００年！？,500年！？
0101Adv14_Sherry010,それがなんで囚人を捕らえる牢獄なんかに？,那为什么这里就变成了关押囚犯的监牢呢？
0101Adv14_Sherry011,もっとゴクチョーさんのお話聞きたかったですね！<br>でも大収穫だった気がします！,"好想听典狱长说更多的事耶！<br>
不过我感觉已经大丰收了！"
0101Adv15_Sherry001,ここってなんですかね？<br>中には入れないようですが……。,"这里是什么地方呢？<br>
虽然应该进不去里面……"
0101Adv15_Sherry002,大丈夫ですか、エマさん。<br>一体何をそんなに驚いて――。,"你没事吧，艾玛。<br>
究竟有什么这么可怕的——"
0101Adv15_Sherry003,これは……またまた……えぐいですねぇ。,这些是……确实……蛮吓人的哦。
0101Adv15_Sherry004,ここがゴクチョーさんの言ってた懲罰房でしょうね。<br>規則を破った囚人はここに入れられる、と。,"这里应该是典狱长说的惩罚室了。<br>
说是，违反规定的囚犯会被关进里面。"
0101Adv15_Sherry005,やっぱりアリサさんは懲罰房行きになったんですね。,果然亚里沙是被关进了惩罚室里。
0101Adv15_Sherry006,大丈夫ですか？<br>ひどいことをされたのでしょうか？,"你没事吧？<br>
你遭了很过分的刑罚吗？"
0101Adv15_Sherry007,ふむ……私たちは囚人として捕まっているので、<br>この監獄もやすやすと私たちを逃がすわけありません。<br>難しくて当然なのでは。,"唔……我们是以囚犯身份被关押在这里的，<br>
这座监狱肯定不会轻易让我们逃跑。<br>
越狱难是理所当然的。"
0101Adv15_Sherry008,どうやら元気そうですね。,看来她蛮精神的耶。
0101Adv15_Sherry009,規則によれば明日には出られるでしょうし、<br>とりあえず無事が確認できて良かったです。,"根据规定，她明天就会被放出来了。<br>
总之，知道她没事就是好事。"
0101Adv15_Sherry010,足枷までつけられてかわいそうに……。,连脚镣都戴上了，好可怜……
0101Adv15_Sherry011,ああそうでしたっけ！<br>いきなりハードモード囚人だったんですね。<br>要注意人物だと思われてたんでしょうか。,"哎呀，是这样吗！<br>
那她一下子就进入高难模式了呢。<br>
她应该是被当成需要重点留意的对象了吧。"
0101Adv16_Sherry001,おや、あちらのグループでも話題になってるみたいですね。<br>バルーンといえば、知らない人いないですもんねぇ。,"哦？看来这个话题在她们那一组也很火热耶。<br>
说到“气球”，那真是无人不知无人不晓啊。"
0101Adv16_Sherry002,城ケ崎ノアさんです。,是城崎诺亚哦。
0101Adv16_Sherry003,説明ありがとうございます。,谢谢你的热心说明。
0101Adv17_Sherry001,このダストシュート、地下の焼却炉に通じているんですよね。<br>焼却炉室を地下で見かけました。,"这条垃圾滑槽，联通着地下的焚烧炉哦。<br>
我在地下看到过焚烧炉室。"
0101Adv17_Sherry002,私たちが魔女候補だからかもしれませんねー。<br>着てたものを全て焼却処分って、偏見のようなものを感じます。,"说不定是因为我们是预备魔女才会这样。<br>
穿过的东西都要烧掉，感觉像是某种偏见。"
0101Adv17_Sherry003,単純に洗濯が面倒なのかもしれませんが！,也有可能只是因为洗衣服很麻烦！
0101Adv17_Sherry004,でもそこまでチェックもされていない感じしますし、<br>嫌なら捨てなくても良いのでは。,"不过我感觉这个查得不是很严，<br>
不愿意的话不丢掉也可以吧。"
0101Adv17_Sherry005,ゴクチョーさんの趣味かもしれませんねぇ。,说不定这是典狱长的私人喜好哦。
0101Adv17_Sherry006,気に入ってるんですね。,看来你还蛮喜欢的耶。
0101Adv17_Sherry007,あ、エマさん、ハンナさん、スマホ見てください。,啊，艾玛，汉娜，你们快看手机。
0101Adv17_Sherry008,ふむ。,哦～
0101Adv17_Sherry009,ハンナさん、本当はレイアさんのこと<br>好きなんじゃないですか～？ そんな一生懸命になって。,"汉娜，你这么拼命抢手机，<br>
意思是你其实很喜欢蕾雅，对不对～？"
0101Adv17_Sherry010,ふふふ、捕まえてごらんなさいな～。,呵呵呵，来抓我呀～
0101Adv18_Sherry001,こうやって見ると、やっぱり堅牢そうですねぇ。,这么看上去，还真是相当坚固啊。
0101Adv18_Sherry002,めちゃくちゃ広いですね。<br>自由に出入りできるなら、どこかに身を隠すことも<br>可能なのでは。,"这里好宽广耶。<br>
如果能自由出入的话，<br>
说不定可以藏身在某个地方。"
0101Adv18_Sherry003,ですねえ。<br>このあたりには飛んでいないようですが……。,"确实。<br>
不过看起来这附近没有它们的影子……"
0101Adv18_Sherry004,時間も限られていますし、<br>とりあえず見まわってみましょうか！,"时间有限，<br>
总之我们四周看看吧！"
0101Adv18_Sherry005,なんでしょうね。看守の家とか……？<br>とりあえず入ってみましょうか！,"是什么地方呢。我猜是看守的住处……？<br>
总之进去看看吧！"
0101Adv18_Sherry006,"こっちは【<ruby=""ウンディーネ"">水精</ruby>の間】ですね！","这边是【<ruby=""UNDINE"">水精</ruby>之室】耶！"
0101Adv18_Sherry007,むむむ……これはおそらく、<br>【ゲストハウス】ではないでしょうか！,"唔唔唔……这里有可能是<br>
【招待所】耶！"
0101Adv18_Sherry008,牢屋敷の運営が国家ぐるみであると想定すれば、<br>要人がこの監獄施設に来ることもあると思うんです。,"如果监牢的运营有国家在幕后参与，<br>
我想应该会有什么高层领导会来这座监狱视察。"
0101Adv18_Sherry009,想像でしかないのですが、<br>要人が牢屋敷に宿泊するのは<br>避けたいと思うんですよね。,"虽然只是我的想像，<br>
那些领导肯定不愿意住在<br>
监牢里面。"
0101Adv18_Sherry010,何せ私たちは、世界に害をなす<br>おそろしい魔女らしいですから。,"毕竟我们可是会对世界<br>
造成威胁的可怕魔女。"
0101Adv18_Sherry011,そうなると、たとえば要人が視察に来るとか<br>そういった場合、<br>このゲストハウスに宿泊するわけですよ。,"这么一来，如果有领导来视察的话，<br>
这个情况下，<br>
他们应该就会住进这些招待所里。"
0101Adv18_Sherry012,わぁ、私の推理、冴えてません！？<br>できればその証拠を見つけたい～！,"哇，有没觉得我的推理实在太妙了！？<br>
可以的话，真想找到证据～！"
0101Adv18_Sherry013,そうかもしれませんね。<br>でも、めちゃくちゃ高いですよ。,"说不定可以。<br>
不过，这超级高的耶。"
0101Adv18_Sherry014,ダメでしたねぇ。,行不通呢。
0101Adv18_Sherry015,確かアリサさんが<br>塀には不思議な力が宿っているとも言っていましたし、<br>そもそものぼれないようになっているのかもしれませんね。,"记得亚里沙说过，<br>
围墙上作用着一道神奇力量，<br>
或许根本就没法让人爬上去。"
0101Adv18_Sherry016,このあたりはいないんですけどね。<br>見張られずに自由に散策できるのは、<br>牢屋敷の近くだけなんでしょうね。,"这附近倒是没见耶。<br>
也就只有监牢附近<br>
可以不受监视自由散步了吧。"
0101Adv18_Sherry017,ハンナさんは、何をしていたんですか？,汉娜，你刚其实在做什么？
0101Adv18_Sherry018,それに加えて遠くに行けば、<br>監視フクロウが常に巡回している……<br>うーん、思ったよりもセキュリティレベル高そうですね。,"而且走到远处，<br>
就会碰到时常巡逻的监视猫头鹰……<br>
唔，安保等级比想像中高好多。"
0101Adv18_Sherry019,なんでしょう？,什么事？
0101Adv18_Sherry020,おおっ！ 予感はしていましたが<br>ここは絶海の孤島ってやつですよ、きっと！,"哦哦！虽然我早有预感了，<br>
这里一定就是与世隔绝的孤岛！"
0101Adv18_Sherry021,我々は眠らされて、ここに連れてこられたんでしょうね。<br>おそらくヘリとかで。,"我们应该是被迷昏了，然后被人<br>
用直升机这类运输工具运过来的。"
0101Adv18_Sherry022,ハンナさんがかわいそうで見てられなくて、<br>塀を破壊して脱獄しようと試みたんですが、ダメでした。,"我不忍心看汉娜那么伤心，<br>
就想试试看能不能砸坏围墙，不过失败了。"
0101Adv18_Sherry023,この塀は、かたい！！,这堵围墙，好硬！！
0101Adv18_Sherry024,あらら。,哎哟。
0101Adv20_Sherry001,なんでしょう？ 何かお困りごとでしょうか？,什么事？你有什么烦恼吗？
0101Adv20_Sherry002,どうします？ 私だったら止められますけど。<br>２人を気絶でもさせますか？,"要怎么办？我倒是可以阻止她们两个。<br>
要我把她们两个打晕吗？"
0101Adv24_Sherry001,エマさん、大丈夫ですか？<br>今にも倒れそうですけど……。,"艾玛，你没事吧？<br>
看你现在好像随时会昏倒的样子……"
0101Adv24_Sherry002,犯人以外は。,除了凶手之外。
0101Adv24_Sherry003,探偵の出番ですねっ！<br>真犯人を見つけて、ハンナさんの疑いを晴らしましょう！,"是时候该侦探出马了！<br>
我们一起去找到真凶，洗刷汉娜的冤屈吧！"
0101Adv26_Sherry001,ええっ、私気遣いの子ですよぉ？<br>学校でも、みんなが避けてるの察知して距離あけてましたもん。,"欸，我可是很会察言观色的哦？<br>
在学校里我知道大家都会避开我，所以我也会主动拉开距离哦。"
0101Adv26_Sherry002,そんなことないですって！<br>みんな【妖精さん】って親しみを込めて呼んでくれてました！,"没这回事啦！<br>
大家都很亲切地喊我【小仙子】呢！"
0101Adv26_Sherry003,アリサさんは私と同室です。私たちは一番手前の部屋なので、<br>奥に行く用事でもあったのでしょうか？,"亚里沙和我是同一间房的。我们的房间是最外面的那间，<br>
她走到里面是不是有别的事呢？"
0101Adv26_Sherry004,とっても気になりますね～！<br>それはぜひ、アリサさんに話を聞いてみたいですっ,"真令人在意耶～！<br>
看来很有必要找亚里沙问话了。"
0101Adv26_Sherry005,うーん、中に入れないのが辛いですね……<br>とりあえず現場の写真を撮っておきましょうか。,"唔，没法进去里面太难办了……<br>
总之，先拍下现场的照片吧。"
0101Adv26_Sherry006,捜査の基本ですから！,因为这是搜查的基础！
0101Adv26_Sherry007,そういえば、私たちチャットアプリの<br>お友だち登録していませんでしたよね。,"说来，我们在聊天APP上<br>
还没有添加好友耶。"
0101Adv26_Sherry008,このアプリでお友だち登録すれば、<br>チャットだけじゃなくて通話も可能になりますし、<br>画像を送りあうこともできるんですよ。,"在APP上添加了好友后，<br>
不仅可以传文字信息，还可以通话，<br>
也可以传图片哦。"
0101Adv26_Sherry009,これで私とエマさん、ハンナさんは<br>いつでも連絡が取り合えます！,"这下子，我和艾玛，还有汉娜<br>
就可以随时联络了！"
0101Adv26_Sherry010,ああそれは昨日撮ったんです！<br>なんとなく記念になるかなって！,"哎呀，这个是我昨天拍的！<br>
总感觉应该纪念一下！"
0101Adv26_Sherry011,床が真っ白に塗られているのは、<br>ノアさんがスプレーを使用したからですよね。,"地板是一片纯白色，<br>
这是用诺亚用喷漆弄的，对吧。"
0101Adv26_Sherry012,それにしてもこれは足跡がついたら一目瞭然ですね。<br>そしてノアさんの周辺に足跡はなし、と。,"既然如此，如果有足迹的话就会相当明显呢。<br>
但诺亚身边都没看到足迹。"
0101Adv26_Sherry013,宙に浮き上がってノアさんに近付かないと、<br>殺せませんね！,"那么，不飞在半空中接近诺亚，<br>
就没法把她杀死耶！"
0101Adv26_Sherry014,これって、ボウガンの矢じゃないですか！？,这不是弩枪的箭吗！？
0101Adv26_Sherry015,その可能性は高いですね！<br>それなら、中に入らず犯行に及べますし。,"可能性相当高！<br>
而且，也可以证明在房外也能作案。"
0101Adv26_Sherry016,これで気付いたことは全部でしょうか？,这下你把所有在意的地方都调查完啦？
0101Adv26_Sherry017,そうですね！ 全てを疑うのは探偵の鉄則ですから！,是啊！侦探的铁则就是怀疑一切！
0101Adv26_Sherry018,では、他のところも捜査しに行きましょう。,那接下来，我们去搜查一下其他地方吧。
0101Adv27_Sherry001,こんなところに、何かありますかねぇ？<br>ノアさんの殺害に関係ありそうなものが、<br>あるとは思えませんが……。,"你来这种地方找什么？<br>
我并不觉得这里会有什么<br>
和诺亚被杀有关的东西……"
0101Adv27_Sherry002,ああ、それなら私は席を外した方が良さそうです。,啊，那我就不和你们一起聊了。
0101Adv27_Sherry003,私、アリサさんと同室なんですが、<br>めちゃくちゃ嫌われてまして。,"我虽然和亚里沙住一间房，<br>
不过她超嫌弃我的。"
0101Adv27_Sherry004,私がいたらきっとキレ散らかして逃げると思うので、<br>私は隠れてますね。,"如果我在的话，她估计就会发一顿脾气，<br>
然后直接逃掉。所以我就先藏起来咯。"
0101Adv27_Sherry005,せっ、<br>せめて【妖精さん】って言ってください～！,"至、<br>
至少喊人家【小仙子】嘛～！"
0101Adv27_Sherry006,ちなみに私はアリサさんを疑ってないですよ。,顺带一说，我可没有怀疑亚里沙你哦。
0101Adv27_Sherry007,ああでも、ひとつ確認させてください。<br>アリサさんは、どんな魔法を使えるんで？,"啊，有件事我要问你。<br>
亚里沙你会用怎样的魔法？"
0101Adv27_Sherry008,パイロキネシスですね！<br>すごいすごいすご～い！,"是<ruby=""pyrokinesis"">点火超能力</ruby>耶！<br>
好厉害好厉害好厉害～！"
0101Adv28_Sherry001,あ、ナノカさん。<br>ナノカさんも調査中ですか？,"啊，奈叶香你好。<br>
你也在调查案件吗？"
0101Adv28_Sherry002,もうひとつ聞かせてください！<br>――ナノカさんの魔法ってなんでしょう？,"还有一件事要问你！<br>
——你的魔法是什么？"
0101Adv28_Sherry003,そんなこと仰らず！<br>私、みんなの魔法が気になって仕方ないんです～！,"别这样说嘛！<br>
我超在意大家会用什么魔法的～！"
0101Adv28_Sherry004,ナノカさんはいかにも怪しいですし、孤立もしています。<br>最悪【魔女】にされてしまいますよ？,"奈叶香你也太可疑了，还一直当一匹孤狼。<br>
最坏的情况下，你会被别人当做【魔女】哦？"
0101Adv29_Sherry001,……ふぅ。,……呼。
0101Adv29_Sherry002,なんだか最近、どっと疲れるんです。,总感觉最近好容易变累啊。
0101Adv29_Sherry003,私、体力バカなんですけどねぇ。<br>これは一体どうしたことか。,"我可是无限体力的怪人耶，<br>
怎么会这样呢。"
0101Adv29_Sherry004,ん～……死体は見慣れているんですけどねえ。,唔～……不过尸体我倒是看习惯了耶。
0101Adv29_Sherry005,あれ、ほんとですね！,啊，真的耶！
0101Adv29_Sherry006,看守が掃除しているところ、<br>見たことあります？,"你们有没有亲眼见过<br>
看守打扫的样子？"
0101Adv30_Sherry001,健康と元気が取り柄なんですけどねー。<br>さすがに疲れが出たのか、うーん……そんなはずないのになあ。,"虽说健康和充满活力是我屈指可数的优点啦，<br>
但还是感觉好累啊。唔……不应该啊。"
0101Adv30_Sherry002,わあい！ ありがとうございます！,哇！谢谢你！
0101Adv31_Sherry001,この料理ってずっと置きっぱなしなんですかね？,这些饭菜是不是一直都没换过新的啊？
0101Adv31_Sherry002,あの看守が入れ替えてるんですかね。<br>私たちは厨房に入れないですが、やっぱり料理も看守が？,"是那个看守换的饭菜吧。<br>
我们进不了厨房，所以煮饭也是看守负责的咯？"
0101Adv31_Sherry003,犯人は何故、<br>ノアさんを殺そうって思ったのでしょうか。,"凶手为什么会想要<br>
杀死诺亚呢。"
0101Adv31_Sherry004,ノアさんは、<br>一体どういう人物だったのでしょうね？,"诺亚她<br>
究竟是个怎样的人呢？"
0101Adv31_Sherry005,有名なストリートアーティストでもありますね。<br>それも何か関係があるのか……。,"她还是有名的街头艺术家。<br>
和这件事又有什么关系呢……"
0101Adv31_Sherry006,ひとつ不思議なのは、<br>おそらく外出禁止時間に殺害が行われたと思われることですね。,"有一件事我想不通，<br>
就是按照现有的信息，谋杀是在禁止外出时间进行的。"
0101Adv31_Sherry007,ほぼ全員、ですかね。<br>アンアンさんは医務室にいましたから。,"应该说，几乎所有人。<br>
因为安安在医务室那边。"
0101Adv31_Sherry008,宙に浮けたら更に簡単ですね。,只要能飞在半空中就更简单了呢。
0101Adv31_Sherry009,ああそれは、良い情報ですね！,哦哦，真是有益的情报！
0101Adv31_Sherry010,短時間しか浮けないのなら、<br>足跡残さず殺すのは無理だって言えるかも！,"如果只能悬空很短的时间，<br>
应该可以主张自己无法不留足迹杀人哦！"
0101Adv31_Sherry011,いえいえ、積極的に言いましょうよ！<br>ハンナさんの魔法は大したことないって！,"不不不，我觉得还是要主动一点说才对！<br>
汉娜的魔法也没什么大不了的！"
0101Adv31_Sherry012,どうしてです？,为什么？
0101Adv32_Sherry001,忙しいって、ココさんは何をしているんです？,你说你很忙，那可可你在忙什么？
0101Adv32_Sherry002,へえ！ アーカイブが残せるんですね。<br>やたらと凝ってるんですねぇ。,"哦！竟然还可以保存回放。<br>
功能还蛮全的耶。"
0101Adv32_Sherry003,配信しても我々しか見れないのに、<br>その機能に意味なんてあるんですかね。,"直播也只有我们才能看到，<br>
回放究竟有什么意义呢……"
0101Adv32_Sherry004,ココさんの魔法は、<br>配信に関係しているんですか？,"可可的魔法，<br>
是不是和直播有关系呀？"
0101Adv32_Sherry005,まあまあ。,算啦算啦。
0101Adv32_Sherry006,ここには何も手がかりはなさそうですし、<br>出ましょうか。,"我看这里也没其他线索了，<br>
走吧。"
0101Adv32_Sherry007,わかったのは、ココさんが<br>邪悪ってことくらいですかね。,"到头来也只搞懂了<br>
可可是坏人这件事。"
0101Adv33_Sherry001,まあまあ、喧嘩してる場合じゃありませんから。,算啦，现在不是吵架的时候。
0101Adv33_Sherry002,そっちは何か手がかり、得られました？,你们那边有收获什么线索吗？
0101Adv33_Sherry003,シャワールームは何もなさそうですね。<br>どうします？ もう出ますか？,"看来淋浴房也没什么线索。<br>
怎么办？要离开吗？"
0101Adv33_Sherry004,そんなに焦って言われると<br>逆に怪しんでしまいそうですね。,"你说得这么慌张，<br>
反而更招人怀疑了耶。"
0101Adv34_Sherry001,これってもしかして……。,难道说……
0101Adv34_Sherry002,行くしかないですね。,只好过去了呢。
0101Adv35_Sherry001,これはまた、痛そうですね……。,这个是真的很痛耶……
0101Adv35_Sherry002,ああ、なるほど！ 【バルーン】の方が動機でしたか！,哦，原来如此！【气球】才是动机！
0101Adv35_Sherry003,知名度的には、芸能人のレイアさんより、<br>圧倒的に上ですもんね！,"她的知名度<br>
比当艺人的蕾雅还要高多了！"
