id,orig,trans
0101Adv09_Ema006,（絵が勝手に動くって言ってたっけ……<br>　ノアちゃんは魔法をコントロールできない、ってこと？）,"（她好像说过是画自己会动……<br>
　就是说，诺亚她不能主动控制魔法吗？）"
0101Adv09_Ema007,えっと……キミは、夏目、アンアンちゃんだよね。,呃……记得你叫夏目安安，对吗。
0101Adv09_Ema008,（何かボクに言いたいことがあるのかな……？）,（她是不是有话要跟我说……？）
0101Adv09_Ema009,えーと、ボクに何か用？,呃，你找我有什么事？
0101Adv09_Ema010,（人見知りが激しいのかな……）,（她是不是很怕生啊……）
0101Adv09_Ema011,っ……。,……
0101Adv09_Ema012,え、どけって……わああっ、ごめん！,欸，滚开……哇啊啊，对不起！
0101Adv09_Ema013,ノアちゃんと同室だったんだね。<br>知らなくて、ほんとごめん。,"原来你和诺亚是同一间房。<br>
对不起，我才知道。"
0101Adv09_Ema014,わぁっ、アンアンちゃん、大丈夫！？,哇，安安，你没事吧！？
0101Adv09_Ema015,ええと、アンアンちゃんがこの部屋にびっくりして<br>貧血を起こしちゃったみたいで……。,"呃，安安她被房间的样子吓了一跳，<br>
好像有点贫血……"
0101Adv09_Ema016,う、うん。そうみたい。,嗯……大概是的。
0101Adv09_Ema017,（たぶんこのにおいも原因っぽいから<br>　アンアンちゃんとノアちゃんって、相性最悪なんじゃ……）,"（我猜这股味道也是安安不舒服的<br>
　原因之一。她们两个真是相处不来……）"
0101Adv09_Ema018,（でも楽しそう……本当に絵を描くのが好きなんだ……<br>　やめたほうがいいなんて、言えないや）,"（不过诺亚好像很开心的样子……她应该是真心喜欢画画的……<br>
　我实在说不出口，让她不要再画）"
0101Adv09_Ema019,（ボクらはまだほとんど知らない者同士だし）,（毕竟我们还根本不熟悉彼此）
0101Adv10_Ema001,うう……ん……。<br>あとちょっと……って、わあああっ！？,"呜呜……嗯……<br>
我再睡一会……呃，哇呀呀呀！？"
0101Adv10_Ema002,（やっぱり夢じゃなかったんだ……<br>　ボク、ここに捕まっちゃったんだ）,"（这果然不是做梦……<br>
　我真的被抓到这个地方了）"
0101Adv10_Ema003,……うん、そうだね。<br>顔洗うからちょっと待ってて。,"……嗯，也好。<br>
我去洗个脸，你等我一下。"
0101Adv10_Ema004,（そういえば隣は……）,（说来，隔壁……）
0101Adv10_Ema005,（相変わらず、お絵描きしてる……）,（还是老样子，在画画……）
0101Adv10_Ema006,（アンアンちゃんはいないみたい……<br>　あのあと大丈夫だったのかな）,"（安安好像不在……<br>
　不知道那之后她还有没有事呢）"
0101Adv10_Ema007,すごい……。,好厉害……
0101Adv10_Ema008,バルーン？,气球？
0101Adv10_Ema009,（世界的に有名なアーティストって……本当に？<br>　ただちょっと変わった子だとばかり……）,"（真的是……世界有名的艺术家？<br>
　我只感觉她就是个有些奇怪的女孩……）"
0101Adv10_Ema010,そんな有名人が捕まってるなんて……。,连这么有名的人也抓来了……
0101Adv10_Ema011,ね、ねえ、ここに連れてこられたのって<br>絶対騒ぎになってるよね！？,"我，我说，她这么有名，<br>
被抓来这里肯定会出大新闻吧！？"
0101Adv10_Ema012,そういえばレイアちゃんも芸能人だし、世間が黙ってないよ！<br>きっと警察がボクらのこと捜してる！,"说来，蕾雅也是艺人欸，肯定会有人讨论失踪的事！<br>
现在警察肯定在到处找我们！"
0101Adv10_Ema013,そんな……そんなのおかしい！<br>このままにしちゃダメだよ！,"怎么会……那也太奇怪了！<br>
我们不可以坐以待毙！"
0101Adv10_Ema014,ヒロちゃんが殺されたこと、ちゃんと外の人に知らせないと！<br>救助を呼ぼうよ！,"我们一定要把希罗遇害的消息告诉外面的人！<br>
我们去联系救援吧！"
0101Adv10_Ema015,脱獄……う、うん。<br>ボクらは間違ってここに連れてこられた。,"越狱……对、对啊。<br>
我们是被误抓到这里来的。"
0101Adv10_Ema016,だからまずは、脱獄を考えよう……。,所以，我们先想想怎样越狱吧……
0101Adv10_Ema017,（ああでも……昨日脱走したアリサちゃんは、<br>　あっさり看守に捕まってたっけ……）,"（啊，不过……昨天想逃跑的亚里沙<br>
　好像一下子就被看守抓住了……）"
0101Adv10_Ema018,看守って何人もいるのかな？,看守会不会不止一个呢？
0101Adv10_Ema019,ボクらはまだここのことを知らなすぎるし、<br>色々見回って良い脱獄方法がないか探そう！,"我们对这里的了解也太少了。<br>
多四处走走，找一下有没有比较好的越狱方法吧！"
0101Adv12_Ema001,え？,欸？
0101Adv12_Ema002,（たしかに……派手グループにいそう……。<br>　口もきいたこともないタイプだけど……）,"（确实……感觉她应该属于班上最引人注目的小团体……<br>
　是我从来不敢搭话的那类人……）"
0101Adv12_Ema003,（スマホに映った……？）,（出现在手机里……？）
0101Adv12_Ema004,わぁっ！,哇啊！
0101Adv12_Ema005,（ミリアちゃんと同じ反応しちゃった……）,（和米莉亚做了一模一样的反应……）
0101Adv12_Ema006,それ、言っちゃダメなやつ……。,这个是不能直说的吧……
0101Adv12_Ema007,それ、言っちゃダメなやつ……。,这个是不能直说的吧……
0101Adv12_Ema008,なんのために配信機能なんてついてるんだろう。,究竟为什么会有直播的功能呢。
0101Adv12_Ema009,外との連絡手段になったりとかは……。,那可不可以当联络外部的手段……
0101Adv12_Ema010,だよね……。,说得也对……
0101Adv12_Ema011,（ミリアちゃん、よくこんな古い映画の再生方法<br>　知ってたな……）,"（米莉亚竟然懂得怎么播放<br>
　这么老的电影……）"
0101Adv12_Ema012,（なんか……心病んでる……？）,（感觉……她是不是有些心病……？）
0101Adv13_Ema001,どんな本が置いてあるのかな。,这里会有什么书呢。
0101Adv13_Ema002,うーん……読めない……。,唔……看不懂……
0101Adv13_Ema003,そっ、そんな絶望するようなこと言わないで！,你、你不要说这么令人绝望的话啦！
0101Adv13_Ema004,そうかも……。,可能是……
0101Adv13_Ema005,ちっとも高まらないよ！,一点都不兴奋啦！
0101Adv13_Ema006,今はやめとこう。さっきの血文字、<br>なんだか怖いよ……。,"现在还是算了。总觉得<br>
刚刚的血字好吓人……"
0101Adv13_Ema007,それにこの数の本を調べるなら、<br>もっと人手もあったほうがいいと思うし……。,"而且要调查这么多书的话，<br>
我觉得应该多找几个人来比较好……"
0101Adv13_Ema008,マーゴちゃん……だよね。いたんだ。,你叫玛格……对吗。你原来在这里啊。
0101Adv13_Ema009,う、うるさくしてごめん。,不、不好意思吵到你了。
0101Adv13_Ema010,殺人事件なんて、起こるはずないよ。,我相信不会发生凶杀案的。
0101Adv13_Ema011,そんな……みんなを疑うようなこと……。,太过分了……竟然要让我怀疑其他人……
0101Adv13_Ema012,それは……で、でも！<br>少なくともボクは、殺人をするような子はいないと思う！,"我……不、不过！<br>
至少我觉得，她们不是会下手杀人的人！"
0101Adv13_Ema013,……っ,……
0101Adv13_Ema014,うん……。,嗯……
0101Adv14_Ema001,（こういう場所もあるんだ……<br>　良かった、全部がひどい場所じゃなくて）,"（还有这样的好地方……<br>
　不是所有地方都那么糟糕，真是太好了）"
0101Adv14_Ema002,アンアンちゃん、ずっとここにいたんだ？<br>具合はどうなんだろう。,"安安她一直都待在这里吗？<br>
情况怎么样了。"
0101Adv14_Ema003,そうなんだ……わりと緩いんだね。,这样啊……它还蛮心善的。
0101Adv14_Ema004,あの、アンアンちゃん、大丈夫？,请问，安安她没事吧？
0101Adv14_Ema005,（それでこの空間は、<br>　すごく優しいにおいがするんだ）,"（所以这里才飘着一股<br>
　柔和的香气啊）"
0101Adv14_Ema006,（外の空気……！）,（是外面的空气……！）
0101Adv14_Ema007,ボクら、てっきり正面玄関は<br>鍵がかけられているのかと思ってた。,"我们还以为<br>
正门肯定是锁着的呢。"
0101Adv14_Ema008,ゴクチョー……。,典狱长……
0101Adv14_Ema009,（牢屋敷……大魔女……大切な情報な気がする。<br>　【魔女図鑑】にメモしておこう）,"（监牢……大魔女……总觉得是很重要的情报。<br>
　把它记到【魔女图鉴】里面吧）"
0101Adv14_Ema010,う、うん。,嗯、嗯。
0101Adv14_Ema011,（シェリーちゃんみたいに素直には喜べないけど……）,（我没法像雪莉那样子，随便就高兴得起来啦……）
0101Adv15_Ema001,覗き窓があるから、見てみようか。,门上面有个小窗，我们看一下里面吧。
0101Adv15_Ema002,うわぁっ！,哇！
0101Adv15_Ema003,（よく見えなかったけど、拷問器具みたいだった。<br>　逆らったら拷問されるってこと……？）,"（虽然看不太清楚，那些应该是拷问工具。<br>
　如果反抗的话，就会被严刑拷打吗……？）"
0101Adv15_Ema004,！,！
0101Adv15_Ema005,探そう！,找一下她在哪里吧！
0101Adv15_Ema006,アリサちゃん！,亚里沙！
0101Adv15_Ema007,（へ、塀を燃やそうとした……？ 過激なことするなぁ……）,（欸，要把围墙烧掉……？也太过于激进了……）
0101Adv15_Ema008,うん、そうだね……。,嗯，说得对……
0101Adv15_Ema009,ん？ アリサちゃんって、<br>最初から足枷をつけられていたような。,"嗯？记得亚里沙她<br>
好像一开始就已经戴着脚镣了。"
0101Adv15_Ema010,そうかも……。,可能是吧……
0101Adv16_Ema001,（またノアちゃんがいない……）,（今天又没看到诺亚她……）
0101Adv16_Ema002,（ここから脱出するために、体力はつけておきたい）,（为了逃出这个地方，我要保存好体力）
0101Adv16_Ema003,（バルーンって……ノアちゃんのこと？）,（“气球”……是说诺亚？）
0101Adv16_Ema004,（まあボクも知らなかったんだけど……）,（哎，虽然我一开始也不知道啦……）
0101Adv16_Ema005,（殺してやりたくなる、って、<br>　まさか魔女の殺人衝動……？）,"（她说要全杀光……<br>
　难道是出现了魔女的杀人冲动……？）"
0101Adv16_Ema006,（アリサちゃん、まさか本当に……いいや、あるわけない……）,（难道亚里沙她真的……不，不可能有的……）
0101Adv16_Ema007,（みんな怖がってる……誰かが、何かをするんじゃないかって）,（大家都很害怕……害怕有人会做出什么不好的事）
0101Adv17_Ema001,ああ、そういえば……。,啊，听你这么一讲……
0101Adv17_Ema002,（地下を探索した時、焼却炉室があるのは見かけた）,（之前在探索地下的时候，确实见到过焚烧炉室）
0101Adv17_Ema003,（魔女図鑑の規則には【毎週月曜の１５時に稼働】<br>　とあったっけ）,"（魔女图鉴的规定有写，<br>
　说是【每周一15时启动】）"
0101Adv17_Ema004,うん……。,嗯……
0101Adv17_Ema005,ま、まあまあ。<br>同じ服でも替えがあるのはありがたいよ。,"算啦算啦。<br>
虽说是一样的衣服，有得换就谢天谢地了。"
0101Adv17_Ema006,（なんか……こういうのいいなって思ったり）,（总感觉……这样的小打小闹也蛮不赖的）
0101Adv17_Ema007,（こうやって友だち同士でおしゃべりしながら歩くのって<br>　憧れだった）,"（我很向往像这样子<br>
　可以和朋友一起边走边聊天的时光）"
0101Adv17_Ema008,（もちろん、ボクらは囚人で、ここは牢獄なんだけど……<br>　なんか、忘れちゃいそうになるな）,"（当然了，我们是囚犯，这里是监狱……<br>
　差点不知不觉，就把这件事忘了）"
0101Adv17_Ema009,（さっき食堂でひりついて、みんなが怖がってたから<br>　安心させるために……レイアちゃんは偉いな……）,"（刚刚食堂的事让大家都觉得很害怕。<br>
　为了安抚大家，蕾雅才开直播讲话的……她真的很了不起……）"
0101Adv17_Ema010,（ボクは自分のことしか考えられていない……）,（而我只会想着自己的事……）
0101Adv17_Ema011,（レイアちゃんって、<br>　女の子を惚れさせる魔法を使えるのかな）,"（蕾雅她是不是<br>
　会用迷住女孩子的魔法呢）"
0101Adv18_Ema001,これが牢屋敷……。,这就是监牢……
0101Adv18_Ema002,うん……で、でも自由に外に出られるなら<br>きっとどこかに脱出口が見つけられるよ。,"嗯……不过能自由外出的话，<br>
肯定能在什么地方找到逃脱的出口。"
0101Adv18_Ema003,すごく綺麗なところ……。,好美丽的地方……
0101Adv18_Ema004,うん、でもアリサちゃんが言ってた<br>【監視フクロウ】が気になるよね。,"嗯。不过我很在意<br>
亚里沙说过的【监视猫头鹰】。"
0101Adv18_Ema005,そうだね、行こう！,嗯，走吧！
0101Adv18_Ema006,ここなんだろう……？,这里是什么地方……？
0101Adv18_Ema007,"マップで見た感じ、<br>ここは【<ruby=""サラマンダー"">火精</ruby>の間】……？","按照地图的位置，<br>
这里是【<ruby=""SALAMANDER"">火精</ruby>之室】……？"
0101Adv18_Ema008,"で、ここは【<ruby=""ノーム"">地精</ruby>の間】だね。<br>何か違いがあるのかな……？","那，这里就是【<ruby=""GNOME"">地精</ruby>之室】了。<br>
会有什么不一样呢……？"
0101Adv18_Ema009,ボクらの牢屋よりずっと綺麗だね……。,这里比我们的牢房漂亮多了……
0101Adv18_Ema010,ゲストハウス……？,招待所……？
0101Adv18_Ema011,ああ、そうか！,哦，是这么一回事啊！
0101Adv18_Ema012,あ、あの、シェリーちゃん、<br>他のところも見回りたいから……。,"那、那个，雪莉，<br>
我想看看其他地方……"
0101Adv18_Ema013,この塀の向こうに行けたら、<br>外部と連絡が取れるんじゃないかな？,"如果能到围墙另一边，<br>
应该可以和外界取得联系吧？"
0101Adv18_Ema014,ボク、のぼってみようかな。<br>ほら、少しなら足場もある。,"我试试看能不能爬上去。<br>
你看，那里有一小块能落脚的地方。"
0101Adv18_Ema015,う、うう……。,呜、呜呜……
0101Adv18_Ema016,う……。,呜……
0101Adv18_Ema017,（ナノカちゃん……？）,（是奈叶香……？）
0101Adv18_Ema018,出られそうな場所あった！？,你有找到逃跑的地方！？
0101Adv18_Ema019,（あれ……？ 気のせい、だよね）,（嗯……？是我的错觉，对吧）
0101Adv18_Ema020,ほんとだ……！<br>そういえばゴクチョーも【島】って言ってたっけ。,"是真的……！<br>
说来，我好像记得典狱长也说过，这里是一座【岛】。"
0101Adv18_Ema021,そんな……<br>塀を越えられたとしても、海じゃあ……。,"怎么会这样……<br>
就算翻过了围墙，也还有一片大海……"
